"PMID","Study_Type","domain","item","axis","state","primary","raw","severity"
"STUDY-0817","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0817","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0817","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0817","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0817","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0817","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on statistical criteria",0.6666667
"STUDY-0817","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0817","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0817","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0817","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias",0
"STUDY-0170","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0170","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0170","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0170","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0170","Causal","Selection bias","comp_dis","reporting","OK",TRUE,"Yes",0
"STUDY-0170","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0170","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0170","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0170","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0170","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0170","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0170","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0170","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0170","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0170","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0170","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0170","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0170","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0170","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Missing data",0
"STUDY-0442","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0442","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0442","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0442","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0442","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0442","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0442","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0442","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0442","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0442","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0442","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0442","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0442","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0442","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0442","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0442","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0442","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0442","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Confounding bias",0
"STUDY-0026","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0026","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0026","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0026","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0026","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0026","Causal","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0026","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0026","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0026","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0026","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0026","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0026","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0026","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0026","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0026","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0026","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0026","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0026","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0048","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0048","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"",0
"STUDY-0048","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0048","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0048","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0048","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0048","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"No",1
"STUDY-0048","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0048","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0048","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0048","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0048","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0048","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0048","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0048","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0048","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Confounding bias",0
"STUDY-0326","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0326","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"",0
"STUDY-0326","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0326","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0326","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0326","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0326","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0326","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0326","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0326","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0326","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0326","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0326","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0326","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0326","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0144","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0144","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0144","Causal","Random error","sample_ach","validity","VAL",TRUE,"No",1
"STUDY-0144","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0144","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0144","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0144","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0144","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0144","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"No",1
"STUDY-0144","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0144","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0144","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0144","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0144","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0144","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0144","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0144","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0144","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0045","Descriptive","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0045","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0045","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0045","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0045","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0045","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0234","Descriptive","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0234","Descriptive","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0234","Descriptive","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0234","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0234","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0234","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0234","Descriptive","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0234","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0234","Descriptive","Conflating task","confl_task","validity","OK",TRUE,"No",0
"STUDY-0788","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0788","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0788","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0788","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0788","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0788","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0788","Causal","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0788","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0788","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0788","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0788","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0788","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0788","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0788","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0788","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0788","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0788","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0788","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0788","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Confounding bias",0
"STUDY-0521","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0521","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"",0
"STUDY-0521","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
