PMID,Study_Type,variable,section,r1,r2,adjTA,adjYA,p2,final,source,status,phase1,verdict
STUDY-0760,Descriptive,causal_follow,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_exposure_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_val_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_diff_or_nondiff_exp,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_exp_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_outcome_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_val_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_diff_or_nondiff_out,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_out_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_dep_or_indep_misc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_base_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_time_verying,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_conf_var_det,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_miss_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0760,Descriptive,causal_err_disc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,task,Shared,Causal,Causal,NA,NA,NA,Causal,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,descriptive_design,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_pop,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_sampling,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_base_sel,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_outcome_type,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_val_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_out_bias_acc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_miss_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_err_disc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,descriptive_confl_task,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,causal_pop,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,causal_base_sel,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,causal_comp_dis,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,causal_follow,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,causal_exp_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,causal_outcome_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,causal_out_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,causal_time_verying,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0549,Causal,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0549,Causal,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,No,worklist-2026-08-12,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,task,Shared,Causal,Causal,NA,NA,NA,Causal,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,descriptive_design,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_pop,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_sampling,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_base_sel,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_outcome_type,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_val_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_out_bias_acc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_miss_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_err_disc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,descriptive_confl_task,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,causal_design,Causal,Cohort (including clinical trials without randomization),Cohort (including clinical trials without randomization),NA,NA,NA,Cohort (including clinical trials without randomization),agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_pop,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,causal_follow,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_ltfu_bias,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,causal_exposure_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_val_exposure,Causal,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",NA,NA,NA,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_diff_or_nondiff_exp,Causal,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,NA,NA,Non-differential with respect to the outcome,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_exp_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_outcome_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_diff_or_nondiff_out,Causal,Differential with respect to the exposure,Differential with respect to the exposure,NA,NA,NA,Differential with respect to the exposure,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_out_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_base_conf_meth,Causal,No adjustment for baseline confounding was done,No adjustment for baseline confounding was done,NA,NA,NA,No adjustment for baseline confounding was done,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_time_verying,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,causal_conf_var_det,Causal,No adjustment for baseline and time-varying confounding was done,No adjustment for baseline and time-varying confounding was done,NA,NA,NA,No adjustment for baseline and time-varying confounding was done,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_miss_exposure,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0064,Causal,causal_miss_outcome,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0064,Causal,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0952,Descriptive,task,Shared,Descriptive,Descriptive,NA,NA,NA,Descriptive,agreed,Reviewers agreed,NA,NA
STUDY-0952,Descriptive,descriptive_design,Descriptive,Cross-sectional,Cross-sectional,NA,NA,NA,Cross-sectional,agreed,Reviewers agreed,NA,NA
STUDY-0952,Descriptive,descriptive_pop,Descriptive,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0952,Descriptive,descriptive_sampling,Descriptive,Non-random,Non-random,NA,NA,NA,Non-random,agreed,Reviewers agreed,NA,NA
STUDY-0952,Descriptive,descriptive_base_sel,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0952,Descriptive,descriptive_out_bias_acc,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0952,Descriptive,descriptive_miss_outcome,Descriptive,Not reported or unknown,Not reported or unknown,NA,NA,NA,Not reported or unknown,agreed,Reviewers agreed,NA,NA
STUDY-0952,Descriptive,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_design,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_pop,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_sampling,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_sample_size,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_base_sel,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_comp_dis,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_follow,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_exposure_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_val_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_diff_or_nondiff_exp,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_exp_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_outcome_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_val_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_diff_or_nondiff_out,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_out_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_dep_or_indep_misc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_base_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_time_verying,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_conf_var_det,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_miss_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0952,Descriptive,causal_err_disc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,task,Shared,Causal,Causal,NA,NA,NA,Causal,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,descriptive_design,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_pop,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_sampling,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_base_sel,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_outcome_type,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_val_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_out_bias_acc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_miss_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_err_disc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,descriptive_confl_task,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,causal_design,Causal,Pre/post,Pre/post,NA,NA,NA,Pre/post,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_pop,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_sampling,Causal,Non-random,Non-random,NA,NA,NA,Non-random,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_sample_size,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,causal_base_sel,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_comp_dis,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_follow,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,causal_exposure_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_val_exposure,Causal,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",NA,NA,NA,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_diff_or_nondiff_exp,Causal,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,NA,NA,Non-differential with respect to the outcome,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_val_outcome,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_out_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_dep_or_indep_misc,Causal,Independent,Independent,NA,NA,NA,Independent,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_base_conf_meth,Causal,No adjustment for baseline confounding was done,No adjustment for baseline confounding was done,NA,NA,NA,No adjustment for baseline confounding was done,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_time_verying,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0471,Causal,causal_conf_var_det,Causal,No adjustment for baseline and time-varying confounding was done,No adjustment for baseline and time-varying confounding was done,NA,NA,NA,No adjustment for baseline and time-varying confounding was done,agreed,Reviewers agreed,NA,NA
STUDY-0471,Causal,causal_miss_exposure,Causal,Not reported or unknown,Not reported or unknown,NA,NA,NA,Not reported or unknown,agreed,Reviewers agreed,NA,NA
