PMID,Study_Type,variable,final,source,resolution_note
STUDY-0189,Causal,causal_ltfu_bias,Not reported or unknown,TA=YA,
STUDY-0189,Causal,causal_miss_exposure,No,TA=YA,
STUDY-0189,Causal,causal_miss_outcome,No,phaseII,
STUDY-0189,Causal,causal_out_bias_acc,No,agreed,
STUDY-0189,Causal,causal_outcome_type,Objective,agreed,
STUDY-0189,Causal,causal_pop,Yes,agreed,
STUDY-0189,Causal,causal_sample_ach,Yes,agreed,
STUDY-0189,Causal,causal_sample_size,Yes,agreed,
STUDY-0189,Causal,causal_sampling,Random,agreed,
STUDY-0189,Causal,causal_time_verying,Yes,phaseII,
STUDY-0189,Causal,causal_tv_conf_meth,Matching;Propensity score;Inverse probability of treatment weighting,phaseII,
STUDY-0189,Causal,causal_val_exposure,No,TA=YA,
STUDY-0189,Causal,causal_val_outcome,No,TA=YA,
STUDY-0189,Causal,descriptive_acc_sampl,,agreed,
STUDY-0189,Causal,descriptive_base_sel,,agreed,
STUDY-0189,Causal,descriptive_confl_task,,agreed,
STUDY-0189,Causal,descriptive_design,,agreed,
STUDY-0189,Causal,descriptive_err_disc,,agreed,
STUDY-0189,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0189,Causal,descriptive_miss_outcome,,agreed,
STUDY-0189,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0189,Causal,descriptive_outcome_type,,agreed,
STUDY-0189,Causal,descriptive_pop,,agreed,
STUDY-0189,Causal,descriptive_sample_ach,,agreed,
STUDY-0189,Causal,descriptive_sample_size,,agreed,
STUDY-0189,Causal,descriptive_sampling,,agreed,
STUDY-0189,Causal,descriptive_val_outcome,,agreed,
STUDY-0189,Causal,predictive_design,,agreed,
STUDY-0189,Causal,predictive_pop,,agreed,
STUDY-0189,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0189,Causal,task,Causal,agreed,
STUDY-0701,Descriptive,causal_acc_sampl,,agreed,
STUDY-0701,Descriptive,causal_base_conf_meth,,agreed,
STUDY-0701,Descriptive,causal_base_sel,,agreed,
STUDY-0701,Descriptive,causal_comp_dis,,agreed,
STUDY-0701,Descriptive,causal_conf_var_det,,agreed,
STUDY-0701,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-0701,Descriptive,causal_design,,agreed,
STUDY-0701,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0701,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-0701,Descriptive,causal_err_disc,,agreed,
STUDY-0701,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-0701,Descriptive,causal_exposure_type,,agreed,
STUDY-0701,Descriptive,causal_follow,,agreed,
STUDY-0701,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-0701,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-0701,Descriptive,causal_ltfu_acc,,agreed,
STUDY-0701,Descriptive,causal_ltfu_bias,,agreed,
STUDY-0701,Descriptive,causal_miss_exposure,,agreed,
STUDY-0701,Descriptive,causal_miss_outcome,,agreed,
STUDY-0701,Descriptive,causal_out_bias_acc,,agreed,
STUDY-0701,Descriptive,causal_outcome_type,,agreed,
STUDY-0701,Descriptive,causal_pop,,agreed,
STUDY-0701,Descriptive,causal_sample_ach,,agreed,
STUDY-0701,Descriptive,causal_sample_size,,agreed,
STUDY-0701,Descriptive,causal_sampling,,agreed,
STUDY-0701,Descriptive,causal_time_verying,,agreed,
STUDY-0701,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-0701,Descriptive,causal_val_exposure,,agreed,
STUDY-0701,Descriptive,causal_val_outcome,,agreed,
STUDY-0701,Descriptive,descriptive_acc_sampl,,agreed,
STUDY-0701,Descriptive,descriptive_base_sel,No,TA=YA,
STUDY-0701,Descriptive,descriptive_confl_task,No,TA=YA,
STUDY-0701,Descriptive,descriptive_design,Cross-sectional,agreed,
STUDY-0701,Descriptive,descriptive_err_disc,None of the above,phaseII,
STUDY-0701,Descriptive,descriptive_hand_miss_outcom,,unresolved,skip-logic disagreement (one reviewer N/A)
STUDY-0701,Descriptive,descriptive_miss_outcome,No,TA=YA,
STUDY-0701,Descriptive,descriptive_out_bias_acc,No,agreed,
STUDY-0701,Descriptive,descriptive_outcome_type,Objective,TA=YA,
STUDY-0701,Descriptive,descriptive_pop,Yes,agreed,
STUDY-0701,Descriptive,descriptive_sample_ach,,agreed,
STUDY-0701,Descriptive,descriptive_sample_size,No,agreed,
STUDY-0701,Descriptive,descriptive_sampling,Random,agreed,
STUDY-0701,Descriptive,descriptive_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,
STUDY-0701,Descriptive,predictive_design,,agreed,
STUDY-0701,Descriptive,predictive_pop,,agreed,
STUDY-0701,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0701,Descriptive,task,Descriptive,agreed,
STUDY-0835,Predictive,causal_acc_sampl,,agreed,
STUDY-0835,Predictive,causal_base_conf_meth,,agreed,
STUDY-0835,Predictive,causal_base_sel,,agreed,
STUDY-0835,Predictive,causal_comp_dis,,agreed,
STUDY-0835,Predictive,causal_conf_var_det,,agreed,
STUDY-0835,Predictive,causal_dep_or_indep_misc,,agreed,
STUDY-0835,Predictive,causal_design,,agreed,
STUDY-0835,Predictive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0835,Predictive,causal_diff_or_nondiff_out,,agreed,
STUDY-0835,Predictive,causal_err_disc,,agreed,
STUDY-0835,Predictive,causal_exp_bias_acc,,agreed,
STUDY-0835,Predictive,causal_exposure_type,,agreed,
STUDY-0835,Predictive,causal_follow,,agreed,
STUDY-0835,Predictive,causal_hand_miss_exposure,,agreed,
STUDY-0835,Predictive,causal_hand_miss_outcom,,agreed,
STUDY-0835,Predictive,causal_ltfu_acc,,agreed,
STUDY-0835,Predictive,causal_ltfu_bias,,agreed,
STUDY-0835,Predictive,causal_miss_exposure,,agreed,
STUDY-0835,Predictive,causal_miss_outcome,,agreed,
STUDY-0835,Predictive,causal_out_bias_acc,,agreed,
STUDY-0835,Predictive,causal_outcome_type,,agreed,
STUDY-0835,Predictive,causal_pop,,agreed,
STUDY-0835,Predictive,causal_sample_ach,,agreed,
STUDY-0835,Predictive,causal_sample_size,,agreed,
STUDY-0835,Predictive,causal_sampling,,agreed,
STUDY-0835,Predictive,causal_time_verying,,agreed,
STUDY-0835,Predictive,causal_tv_conf_meth,,agreed,
STUDY-0835,Predictive,causal_val_exposure,,agreed,
STUDY-0835,Predictive,causal_val_outcome,,agreed,
STUDY-0835,Predictive,descriptive_acc_sampl,,agreed,
STUDY-0835,Predictive,descriptive_base_sel,,agreed,
STUDY-0835,Predictive,descriptive_confl_task,,agreed,
STUDY-0835,Predictive,descriptive_design,,agreed,
STUDY-0835,Predictive,descriptive_err_disc,,agreed,
STUDY-0835,Predictive,descriptive_hand_miss_outcom,,agreed,
STUDY-0835,Predictive,descriptive_miss_outcome,,agreed,
STUDY-0835,Predictive,descriptive_out_bias_acc,,agreed,
STUDY-0835,Predictive,descriptive_outcome_type,,agreed,
STUDY-0835,Predictive,descriptive_pop,,agreed,
STUDY-0835,Predictive,descriptive_sample_ach,,agreed,
STUDY-0835,Predictive,descriptive_sample_size,,agreed,
STUDY-0835,Predictive,descriptive_sampling,,agreed,
STUDY-0835,Predictive,descriptive_val_outcome,,agreed,
STUDY-0835,Predictive,predictive_design,Diagnostic,agreed,
STUDY-0835,Predictive,predictive_pop,No,agreed,
STUDY-0835,Predictive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0835,Predictive,task,Predictive,agreed,
STUDY-0040,Causal,causal_acc_sampl,Yes,agreed,
STUDY-0040,Causal,causal_base_conf_meth,Randomization,TA=YA,
STUDY-0040,Causal,causal_base_sel,No,agreed,
STUDY-0040,Causal,causal_comp_dis,No,agreed,
STUDY-0040,Causal,causal_conf_var_det,Based on none of the above,phaseII,
STUDY-0040,Causal,causal_dep_or_indep_misc,Independent,agreed,
STUDY-0040,Causal,causal_design,Randomized clinical trial (including all types of randomized experiments),agreed,
STUDY-0040,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0040,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,TA=YA,
STUDY-0040,Causal,causal_err_disc,Random error,TA=YA,
STUDY-0040,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0040,Causal,causal_exposure_type,Objective,agreed,
STUDY-0040,Causal,causal_follow,Yes,agreed,
STUDY-0040,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0040,Causal,causal_hand_miss_outcom,No,TA=YA,
STUDY-0040,Causal,causal_ltfu_acc,No,TA=YA,
STUDY-0040,Causal,causal_ltfu_bias,Yes,TA=YA,
STUDY-0040,Causal,causal_miss_exposure,No,TA=YA,
STUDY-0040,Causal,causal_miss_outcome,Yes,TA=YA,
STUDY-0040,Causal,causal_out_bias_acc,No,agreed,
STUDY-0040,Causal,causal_outcome_type,Objective,agreed,
STUDY-0040,Causal,causal_pop,No,agreed,
STUDY-0040,Causal,causal_sample_ach,Yes,agreed,
STUDY-0040,Causal,causal_sample_size,Yes,agreed,
STUDY-0040,Causal,causal_sampling,Non-random,TA=YA,
STUDY-0040,Causal,causal_time_verying,No,agreed,
STUDY-0040,Causal,causal_tv_conf_meth,,agreed,
STUDY-0040,Causal,causal_val_exposure,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",agreed,
STUDY-0040,Causal,causal_val_outcome,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",phaseII,
STUDY-0040,Causal,descriptive_acc_sampl,,agreed,
STUDY-0040,Causal,descriptive_base_sel,,agreed,
STUDY-0040,Causal,descriptive_confl_task,,agreed,
STUDY-0040,Causal,descriptive_design,,agreed,
STUDY-0040,Causal,descriptive_err_disc,,agreed,
STUDY-0040,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0040,Causal,descriptive_miss_outcome,,agreed,
STUDY-0040,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0040,Causal,descriptive_outcome_type,,agreed,
STUDY-0040,Causal,descriptive_pop,,agreed,
STUDY-0040,Causal,descriptive_sample_ach,,agreed,
STUDY-0040,Causal,descriptive_sample_size,,agreed,
STUDY-0040,Causal,descriptive_sampling,,agreed,
STUDY-0040,Causal,descriptive_val_outcome,,agreed,
STUDY-0040,Causal,predictive_design,,agreed,
STUDY-0040,Causal,predictive_pop,,agreed,
STUDY-0040,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0040,Causal,task,Causal,agreed,
STUDY-0402,Descriptive,causal_acc_sampl,,agreed,
STUDY-0402,Descriptive,causal_base_conf_meth,,agreed,
STUDY-0402,Descriptive,causal_base_sel,,agreed,
STUDY-0402,Descriptive,causal_comp_dis,,agreed,
STUDY-0402,Descriptive,causal_conf_var_det,,agreed,
STUDY-0402,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-0402,Descriptive,causal_design,,agreed,
STUDY-0402,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0402,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-0402,Descriptive,causal_err_disc,,agreed,
STUDY-0402,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-0402,Descriptive,causal_exposure_type,,agreed,
STUDY-0402,Descriptive,causal_follow,,agreed,
STUDY-0402,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-0402,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-0402,Descriptive,causal_ltfu_acc,,agreed,
STUDY-0402,Descriptive,causal_ltfu_bias,,agreed,
STUDY-0402,Descriptive,causal_miss_exposure,,agreed,
STUDY-0402,Descriptive,causal_miss_outcome,,agreed,
STUDY-0402,Descriptive,causal_out_bias_acc,,agreed,
STUDY-0402,Descriptive,causal_outcome_type,,agreed,
STUDY-0402,Descriptive,causal_pop,,agreed,
STUDY-0402,Descriptive,causal_sample_ach,,agreed,
STUDY-0402,Descriptive,causal_sample_size,,agreed,
STUDY-0402,Descriptive,causal_sampling,,agreed,
STUDY-0402,Descriptive,causal_time_verying,,agreed,
STUDY-0402,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-0402,Descriptive,causal_val_exposure,,agreed,
STUDY-0402,Descriptive,causal_val_outcome,,agreed,
STUDY-0402,Descriptive,descriptive_acc_sampl,No,agreed,
STUDY-0402,Descriptive,descriptive_base_sel,No,agreed,
STUDY-0402,Descriptive,descriptive_confl_task,Yes,phaseII,
STUDY-0402,Descriptive,descriptive_design,Cross-sectional,agreed,
STUDY-0402,Descriptive,descriptive_err_disc,Random error;Measurement bias,phaseII,
STUDY-0402,Descriptive,descriptive_hand_miss_outcom,,agreed,
STUDY-0402,Descriptive,descriptive_miss_outcome,No,agreed,
STUDY-0402,Descriptive,descriptive_out_bias_acc,Yes,TA=YA,
STUDY-0402,Descriptive,descriptive_outcome_type,Objective,agreed,
STUDY-0402,Descriptive,descriptive_pop,No,agreed,
STUDY-0402,Descriptive,descriptive_sample_ach,Yes,agreed,
STUDY-0402,Descriptive,descriptive_sample_size,Yes,agreed,
STUDY-0402,Descriptive,descriptive_sampling,Non-random,agreed,
STUDY-0402,Descriptive,descriptive_val_outcome,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",phaseII,
STUDY-0402,Descriptive,predictive_design,,agreed,
STUDY-0402,Descriptive,predictive_pop,,agreed,
STUDY-0402,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0402,Descriptive,task,Descriptive,agreed,
STUDY-0239,Predictive,causal_acc_sampl,,agreed,
STUDY-0239,Predictive,causal_base_conf_meth,,agreed,
STUDY-0239,Predictive,causal_base_sel,,agreed,
STUDY-0239,Predictive,causal_comp_dis,,agreed,
STUDY-0239,Predictive,causal_conf_var_det,,agreed,
STUDY-0239,Predictive,causal_dep_or_indep_misc,,agreed,
STUDY-0239,Predictive,causal_design,,agreed,
STUDY-0239,Predictive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0239,Predictive,causal_diff_or_nondiff_out,,agreed,
STUDY-0239,Predictive,causal_err_disc,,agreed,
STUDY-0239,Predictive,causal_exp_bias_acc,,agreed,
STUDY-0239,Predictive,causal_exposure_type,,agreed,
STUDY-0239,Predictive,causal_follow,,agreed,
STUDY-0239,Predictive,causal_hand_miss_exposure,,agreed,
STUDY-0239,Predictive,causal_hand_miss_outcom,,agreed,
STUDY-0239,Predictive,causal_ltfu_acc,,agreed,
STUDY-0239,Predictive,causal_ltfu_bias,,agreed,
STUDY-0239,Predictive,causal_miss_exposure,,agreed,
STUDY-0239,Predictive,causal_miss_outcome,,agreed,
STUDY-0239,Predictive,causal_out_bias_acc,,agreed,
STUDY-0239,Predictive,causal_outcome_type,,agreed,
STUDY-0239,Predictive,causal_pop,,agreed,
STUDY-0239,Predictive,causal_sample_ach,,agreed,
STUDY-0239,Predictive,causal_sample_size,,agreed,
STUDY-0239,Predictive,causal_sampling,,agreed,
STUDY-0239,Predictive,causal_time_verying,,agreed,
STUDY-0239,Predictive,causal_tv_conf_meth,,agreed,
STUDY-0239,Predictive,causal_val_exposure,,agreed,
STUDY-0239,Predictive,causal_val_outcome,,agreed,
STUDY-0239,Predictive,descriptive_acc_sampl,,agreed,
STUDY-0239,Predictive,descriptive_base_sel,,agreed,
STUDY-0239,Predictive,descriptive_confl_task,,agreed,
STUDY-0239,Predictive,descriptive_design,,agreed,
STUDY-0239,Predictive,descriptive_err_disc,,agreed,
STUDY-0239,Predictive,descriptive_hand_miss_outcom,,agreed,
STUDY-0239,Predictive,descriptive_miss_outcome,,agreed,
STUDY-0239,Predictive,descriptive_out_bias_acc,,agreed,
STUDY-0239,Predictive,descriptive_outcome_type,,agreed,
STUDY-0239,Predictive,descriptive_pop,,agreed,
STUDY-0239,Predictive,descriptive_sample_ach,,agreed,
STUDY-0239,Predictive,descriptive_sample_size,,agreed,
STUDY-0239,Predictive,descriptive_sampling,,agreed,
STUDY-0239,Predictive,descriptive_val_outcome,,agreed,
STUDY-0239,Predictive,predictive_design,Diagnostic,agreed,
STUDY-0239,Predictive,predictive_pop,No,agreed,
STUDY-0239,Predictive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0239,Predictive,task,Predictive,agreed,
STUDY-0977,Causal,causal_acc_sampl,,agreed,
STUDY-0977,Causal,causal_base_conf_meth,No adjustment for baseline confounding was done,TA=YA,
STUDY-0977,Causal,causal_base_sel,No,agreed,
STUDY-0977,Causal,causal_comp_dis,No,agreed,
STUDY-0977,Causal,causal_conf_var_det,No adjustment for baseline and time-varying confounding was done,TA=YA,
STUDY-0977,Causal,causal_dep_or_indep_misc,Independent,TA=YA,
STUDY-0977,Causal,causal_design,Cohort (including clinical trials without randomization),agreed,
STUDY-0977,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0977,Causal,causal_diff_or_nondiff_out,Differential with respect to the exposure,agreed,
STUDY-0977,Causal,causal_err_disc,None of the above,agreed,
STUDY-0977,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0977,Causal,causal_exposure_type,Objective,agreed,
STUDY-0977,Causal,causal_follow,Yes,agreed,
STUDY-0977,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0977,Causal,causal_hand_miss_outcom,,agreed,
STUDY-0977,Causal,causal_ltfu_acc,,agreed,
STUDY-0977,Causal,causal_ltfu_bias,Not reported or unknown,agreed,
STUDY-0977,Causal,causal_miss_exposure,No,TA=YA,
STUDY-0977,Causal,causal_miss_outcome,Not reported or unknown,agreed,
STUDY-0977,Causal,causal_out_bias_acc,No,agreed,
STUDY-0977,Causal,causal_outcome_type,Objective,agreed,
STUDY-0977,Causal,causal_pop,No,agreed,
STUDY-0977,Causal,causal_sample_ach,,agreed,
STUDY-0977,Causal,causal_sample_size,No,agreed,
STUDY-0977,Causal,causal_sampling,Non-random,agreed,
STUDY-0977,Causal,causal_time_verying,No,agreed,
STUDY-0977,Causal,causal_tv_conf_meth,,agreed,
STUDY-0977,Causal,causal_val_exposure,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",agreed,
STUDY-0977,Causal,causal_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,
STUDY-0977,Causal,descriptive_acc_sampl,,agreed,
STUDY-0977,Causal,descriptive_base_sel,,agreed,
STUDY-0977,Causal,descriptive_confl_task,,agreed,
STUDY-0977,Causal,descriptive_design,,agreed,
STUDY-0977,Causal,descriptive_err_disc,,agreed,
STUDY-0977,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0977,Causal,descriptive_miss_outcome,,agreed,
STUDY-0977,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0977,Causal,descriptive_outcome_type,,agreed,
STUDY-0977,Causal,descriptive_pop,,agreed,
STUDY-0977,Causal,descriptive_sample_ach,,agreed,
STUDY-0977,Causal,descriptive_sample_size,,agreed,
STUDY-0977,Causal,descriptive_sampling,,agreed,
STUDY-0977,Causal,descriptive_val_outcome,,agreed,
STUDY-0977,Causal,predictive_design,,agreed,
STUDY-0977,Causal,predictive_pop,,agreed,
STUDY-0977,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0977,Causal,task,Causal,agreed,
STUDY-0429,Causal,causal_acc_sampl,Yes,agreed,
STUDY-0429,Causal,causal_base_conf_meth,Randomization;Regression,agreed,
STUDY-0429,Causal,causal_base_sel,No,TA=YA,
STUDY-0429,Causal,causal_comp_dis,No,agreed,
STUDY-0429,Causal,causal_conf_var_det,No adjustment for baseline and time-varying confounding was done,agreed,
STUDY-0429,Causal,causal_dep_or_indep_misc,Independent,agreed,
STUDY-0429,Causal,causal_design,Randomized clinical trial (including all types of randomized experiments),agreed,
STUDY-0429,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0429,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,agreed,
STUDY-0429,Causal,causal_err_disc,None of the above,agreed,
STUDY-0429,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0429,Causal,causal_exposure_type,Objective,agreed,
STUDY-0429,Causal,causal_follow,Yes,agreed,
STUDY-0429,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0429,Causal,causal_hand_miss_outcom,"Yes, single imputation with predicted value using regression",TA=YA,
STUDY-0429,Causal,causal_ltfu_acc,Yes,worklist-2026-08-12,worklist GAP fill
STUDY-0429,Causal,causal_ltfu_bias,Yes,phaseII,
STUDY-0429,Causal,causal_miss_exposure,No,TA=YA,
STUDY-0429,Causal,causal_miss_outcome,Yes,TA=YA,
STUDY-0429,Causal,causal_out_bias_acc,No,agreed,
STUDY-0429,Causal,causal_outcome_type,Subjective,agreed,
STUDY-0429,Causal,causal_pop,Yes,agreed,
STUDY-0429,Causal,causal_sample_ach,Yes,agreed,
STUDY-0429,Causal,causal_sample_size,Yes,agreed,
STUDY-0429,Causal,causal_sampling,Non-random,TA=YA,
STUDY-0429,Causal,causal_time_verying,No,agreed,
STUDY-0429,Causal,causal_tv_conf_meth,,agreed,
STUDY-0429,Causal,causal_val_exposure,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",agreed,
STUDY-0429,Causal,causal_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",agreed,
STUDY-0429,Causal,descriptive_acc_sampl,,agreed,
STUDY-0429,Causal,descriptive_base_sel,,agreed,
