PMID,Study_Type,first_author_saudi,last_author_saudi,corresponding_author_saudi,pct_saudi_ge50,causal_acc_sampl,causal_base_conf_meth,causal_base_sel,causal_comp_dis,causal_conf_var_det,causal_dep_or_indep_misc,causal_design,causal_diff_or_nondiff_exp,causal_diff_or_nondiff_out,causal_err_disc,causal_exp_bias_acc,causal_exposure_type,causal_follow,causal_hand_miss_exposure,causal_hand_miss_outcom,causal_ltfu_acc,causal_ltfu_bias,causal_miss_exposure,causal_miss_outcome,causal_out_bias_acc,causal_outcome_type,causal_pop,causal_sample_ach,causal_sample_size,causal_sampling,causal_time_verying,causal_tv_conf_meth,causal_val_exposure,causal_val_outcome,descriptive_acc_sampl,descriptive_base_sel,descriptive_confl_task,descriptive_design,descriptive_err_disc,descriptive_hand_miss_outcom,descriptive_miss_outcome,descriptive_out_bias_acc,descriptive_outcome_type,descriptive_pop,descriptive_sample_ach,descriptive_sample_size,descriptive_sampling,descriptive_val_outcome,predictive_design,predictive_pop,recusal,task
STUDY-0856,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0519,Causal,1,1,1,>=50%,No,Regression,No,No,Based on none of the above,Dependent,Case-control,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Confounding bias,No,Objective,No,,,,,No,No,No,Objective,Yes,Yes,Yes,Random,No,,No,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0017,Causal,0,0,0,<50%,,Stratification;Matching;Regression,No,No,Based on none of the above,Independent,Case-control,Differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias,No,Subjective,No,No,skipped,,,Yes,Not reported or unknown,No,Objective,Yes,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0621,Causal,1,1,1,>=50%,skipped,Regression,No,No,Based on Directed Acyclic Graphs (DAGs)/subject matter expertise;Based on previous literature,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,No,,,,,Not reported or unknown,Not reported or unknown,No,Objective,Yes,skipped,skipped,Whole population was invited (no sample was taken),No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0905,Descriptive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Cross-sectional,Measurement bias,No,Yes,No,Objective,Yes,Yes,Yes,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0143,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,No,Cohort,Selection bias;Measurement bias,,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0644,Causal,0,0,0,<50%,,Stratification;Regression,No,No,Based on Directed Acyclic Graphs (DAGs)/subject matter expertise;Based on previous literature;Based on statistical criteria,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias;Confounding bias,No,Objective,Yes,,No,,Not reported or unknown,No,Yes,No,Objective,Yes,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0441,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,Selection bias;Measurement bias,,Not reported or unknown,No,Objective,Yes,,No,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0030,Causal,1,1,1,>=50%,,Regression,No baseline selection bias from investigator,,Based on none of the above,Independent,Ecological,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,Not reported or unknown,Not reported or unknown,No,Objective,No,,,Whole population was invited (no sample was taken),No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0807,Causal,0,0,0,<50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,Yes,No,,,Not reported or unknown,Yes,Not reported or unknown,No,Objective,No,,No,Non-random,No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0371,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error;Measurement bias,No,Objective,No,,,,,No,Not reported or unknown,No,Objective,Yes,,No,Non-random,No,,No,No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0911,Causal,0,1,0,<50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Case-control,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,No,Yes,Yes,Non-random,No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0430,Causal,1,0,0,<50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Random error;Selection bias;Measurement bias,No,Objective,No,,No,,,No,Yes,No,Subjective,No,,No,Non-random,No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0968,Causal,1,0,1,<50%,,Stratification;Regression,No,No,Based on none of the above,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias;Measurement bias,No,Objective,No,,,,,No,No,No,Objective,No,,,Whole population was invited (no sample was taken),No,,No,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0919,Causal,0,1,0,<50%,,Regression,No,No,Based on none of the above,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Subjective,No,,,,,Not reported or unknown,Not reported or unknown,No,Objective,No,,No,Random,No,,No,No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0460,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Case-control,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,Not reported or unknown,No,No,Objective,Yes,,No,Non-random,No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0617,Descriptive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cohort,None of the above,,Not reported or unknown,No,Objective,No,,,Whole population was invited (no sample was taken),"This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0847,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0674,Causal,1,1,1,>=50%,,Regression,No baseline selection bias from investigator,,Based on statistical criteria,Dependent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,Random error;Measurement bias,No,Objective,Yes,,,,Not reported or unknown,No,Not reported or unknown,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,skipped,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0299,Causal,0,0,0,<50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Pre/post,Non-differential with respect to the outcome,Non-differential with respect to the outcome,Selection bias;Missing data,No,Objective,Yes,,No,Yes,Yes,No,Yes,No,Objective,No,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0271,Predictive,1,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0580,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Cross-sectional,Selection bias,,Not reported or unknown,No,Subjective,Yes,Yes,Yes,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0425,Causal,1,0,0,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,Measurement bias,No,Objective,No,,,,,No,No,No,Objective,Yes,,No,Random,No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0982,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0783,Causal,1,0,0,>=50%,Yes,Randomization,No baseline selection bias from investigator,,Based on none of the above,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,No,,No,No,Yes,No,Objective,Yes,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0466,Causal,1,1,1,>=50%,,Regression,No,No,Based on none of the above,Independent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Confounding bias,No,Subjective,No,,,,,No,No,No,Objective,Yes,,No,Random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0228,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0708,Predictive,0,1,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0380,Causal,1,1,1,>=50%,,Regression,No baseline selection bias from investigator,,Based on none of the above,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,Measurement bias,No,Objective,Yes,,,,No,No,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0893,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0196,Causal,0,0,0,<50%,,Stratification,No,No,Based on none of the above,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,Random error;Measurement bias,No,Objective,Yes,,,,No,No,No,No,Objective,No,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0437,Causal,1,1,1,>=50%,,Randomization,No baseline selection bias from investigator,,Based on none of the above,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error,No,Objective,Yes,,,,Not reported or unknown,Not reported or unknown,Not reported or unknown,No,Objective,Yes,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0566,Causal,1,1,1,>=50%,No,Regression,No,No,Based on statistical criteria,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,Yes,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0928,Descriptive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Cross-sectional,None of the above,,No,No,Objective,No,Yes,Yes,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0099,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0202,Causal,1,1,1,>=50%,No,Regression,No,No,Based on statistical criteria,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias,No,Objective,Yes,,,,Not reported or unknown,No,No,No,Objective,Yes,No,Yes,Non-random,No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0019,Causal,1,0,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Pre/post,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error,No,Objective,Yes,No,No,No,Yes,Yes,Yes,No,Objective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0100,Causal,1,1,1,>=50%,No,Regression,No,No,Based on none of the above,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,Selection bias;Measurement bias,No,Objective,No,No,No,,,Yes,Yes,No,Objective,Yes,Yes,Yes,Random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
